num_map,Name,Threads,OperationsPerMilliSecond,LogOperationsPerMilliSecond
0,splitOrderHash_MaxLoad_16,12,26834.98283500323,10.197461644961134
0,splitOrderHash_MaxLoad_16,13,7009.426206267927,8.855011123079008
0,splitOrderHash_MaxLoad_16,14,63645.661688939465,11.061086442808579
0,splitOrderHash_MaxLoad_16,15,8824.834708639699,9.085325151726906
0,splitOrderHash_MaxLoad_16,16,59711.18892142485,10.997274700939268
0,splitOrderHash_MaxLoad_16,17,23172.522208545284,10.050722468150447
0,splitOrderHash_MaxLoad_16,18,24014.245250282467,10.086402485342813
0,splitOrderHash_MaxLoad_16,19,23578.61061622227,10.068095250227406
0,splitOrderHash_MaxLoad_16,20,44610.39511426953,10.705722185161534
0,splitOrderHash_MaxLoad_16,21,10781.886215520202,9.2856228027673
0,splitOrderHash_MaxLoad_16,22,25476.220623051548,10.145500771488754
0,splitOrderHash_MaxLoad_16,23,23290.98333832925,10.055821583469664
0,splitOrderHash_MaxLoad_16,24,14444.632064165367,9.578078141074746
0,splitOrderHash_MaxLoad_16,25,11040.333983351398,9.309310571488663
0,splitOrderHash_MaxLoad_16,26,10640.908290906258,9.272461124938872
0,splitOrderHash_MaxLoad_16,27,18928.599618664433,9.848429264639924
0,splitOrderHash_MaxLoad_16,28,12186.117599203224,9.408052681115004
0,splitOrderHash_MaxLoad_16,29,11896.243344795364,9.38397794394921
0,splitOrderHash_MaxLoad_16,30,9767.969694287945,9.186863913235353
0,splitOrderHash_MaxLoad_16,31,11695.323718373798,9.366944358701359
1,Refinable16,1,576259.2705710153,13.2643129609224
1,Refinable16,2,390748.63531039114,12.875819755789822
1,Refinable16,3,241349.4329495073,12.394001091591399
1,Refinable16,4,187718.33989408932,12.14269792634746
1,Refinable16,5,149385.72589511928,11.914287004245656
1,Refinable16,6,125176.02879048663,11.73747625598192
1,Refinable16,7,113331.27070420652,11.638070408089852
1,Refinable16,8,92278.07814292214,11.432561885704565
1,Refinable16,9,95300.6306042727,11.464791706664185
1,Refinable16,10,84933.98506011204,11.349629587374809
1,Refinable16,11,90165.79686727955,11.409405441980425
1,Refinable16,12,95418.9368422057,11.46603233713217
1,Refinable16,13,83425.24013955375,11.331706182123717
1,Refinable16,14,58117.740730946825,10.970226244439793
1,Refinable16,15,64163.684124749605,11.06919266178885
1,Refinable16,16,60034.60394571431,11.002676407386579
1,Refinable16,17,64627.53856971502,11.076395892582209
1,Refinable16,18,45884.672546328606,10.733886408828578
1,Refinable16,19,45979.14661784295,10.73594323828941
1,Refinable16,20,41250.177375762716,10.627410691772072
1,Refinable16,21,45073.89639945208,10.716058564121253
1,Refinable16,22,69131.76722227868,11.143769632366052
1,Refinable16,23,48275.47919447535,10.78467903359598
1,Refinable16,24,42077.111355812885,10.647259198567976
1,Refinable16,25,34523.56785883451,10.44939749613789
1,Refinable16,26,40629.33210253544,10.612245550316889
1,Refinable16,27,42520.87562388754,10.657750425467919
1,Refinable16,28,31234.12915812153,10.34926665921634
1,Refinable16,29,34701.895105193595,10.454549578426185
1,Refinable16,30,12350.547567701688,9.42145567853897
1,Refinable16,31,33283.164510028546,10.412806977855382
2,concHashMap,1,678186.7997721293,13.427178044863096
2,concHashMap,2,652328.4865326785,13.388303527737706
2,concHashMap,3,271724.3628063692,12.512543459434138
2,concHashMap,4,231846.96245702138,12.35383278840543
2,concHashMap,5,184939.96848622937,12.127786556731644
2,concHashMap,6,127964.94784148726,11.759511660410988
2,concHashMap,7,135811.8082934839,11.819025443886755
2,concHashMap,8,119005.68371145405,11.686926533234212
2,concHashMap,9,91985.74220995746,11.429388868042436
2,concHashMap,10,89221.98429693076,11.398882748929568
2,concHashMap,11,80859.8310999848,11.300472454396944
2,concHashMap,12,46065.160090250865,10.737812196849072
2,concHashMap,13,47147.194011174826,10.761029774332581
2,concHashMap,14,23162.07756423886,10.05027163250993
2,concHashMap,15,44099.50789359141,10.694203902497199
2,concHashMap,16,50396.16424714682,10.82767034495583
2,concHashMap,17,36656.60931495762,10.509349027071428
2,concHashMap,18,43537.86989230037,10.681386410585347
2,concHashMap,19,28055.944675921575,10.241955819901959
2,concHashMap,20,24179.46969587063,10.093259192409286
2,concHashMap,21,19344.006066280304,9.870137886454623
2,concHashMap,22,29974.65343305701,10.308107417962555
2,concHashMap,23,30122.31467095287,10.313021527266358
2,concHashMap,24,23791.312126550747,10.077075756317903
2,concHashMap,25,23569.86875118586,10.06772442744568
2,concHashMap,26,22928.895888826035,10.040153223311302
2,concHashMap,27,18472.40592003665,9.824033325675773
2,concHashMap,28,20356.022766990103,9.921132106149349
2,concHashMap,29,23799.193826108334,10.077406986233276
2,concHashMap,30,19191.139527644646,9.862203968564677
2,concHashMap,31,26385.10592432699,10.180554960397826
3,concSkipListSet,1,521300.33154701086,13.1640816067564
3,concSkipListSet,2,320664.9308005079,12.678152027661053
3,concSkipListSet,3,275720.59577706334,12.527143297801922
3,concSkipListSet,4,210413.79977864466,12.256831345996416
3,concSkipListSet,5,153200.82483324088,11.939504920303122
3,concSkipListSet,6,127377.98780992656,11.754914227050127
3,concSkipListSet,7,51357.217178372855,10.84656075423183
3,concSkipListSet,8,109700.48476644218,11.605509065273086
3,concSkipListSet,9,46629.58992539732,10.749990595541036
3,concSkipListSet,10,85614.8990471918,11.357614601273767
3,concSkipListSet,11,77983.53299717233,11.264252967962864
3,concSkipListSet,12,13518.822391604053,9.511838244590706
3,concSkipListSet,13,44428.904201063895,10.701645532134108
3,concSkipListSet,14,54695.52913275316,10.909537250750686
3,concSkipListSet,15,23791.86684548634,10.077099072075598
3,concSkipListSet,16,18542.41075815838,9.827815860772295
3,concSkipListSet,17,50054.65968837971,10.820870881076695
3,concSkipListSet,18,15726.648207775443,9.663111890560911
3,concSkipListSet,19,11102.383404157286,9.314915085346401
3,concSkipListSet,20,10993.781807072102,9.305085101677554
3,concSkipListSet,21,13824.346471301002,9.534186553757904
3,concSkipListSet,22,26665.329844797114,10.19111949291121
3,concSkipListSet,23,13180.495818619507,9.486493426364058
3,concSkipListSet,24,16408.608481084648,9.70556138347981
3,concSkipListSet,25,5619.457213256097,8.633990356952308
3,concSkipListSet,26,13458.827025540008,9.507390454196303
3,concSkipListSet,27,11453.075775038227,9.346013599549602
3,concSkipListSet,28,12191.97582672569,9.408533295208393
3,concSkipListSet,29,10307.091546968695,9.240587437016238
3,concSkipListSet,30,12081.845806409445,9.399459258360126
3,concSkipListSet,31,9327.188830057126,9.1406889440518
4,syncHashSet,1,577637.3477203542,13.266701524651042
4,syncHashSet,2,307753.8584640005,12.637055581625296
4,syncHashSet,3,239920.34644498027,12.388062257423933
4,syncHashSet,4,171493.0528164304,12.05229803640864
4,syncHashSet,5,146780.8034194056,11.896695619714034
4,syncHashSet,6,128397.39507364875,11.762885382443796
4,syncHashSet,7,18795.745319906404,9.841385810434504
4,syncHashSet,8,90449.60690600838,11.412548144832884
4,syncHashSet,9,86607.98109867421,11.369147250796782
4,syncHashSet,10,69541.85132925771,11.14968402771622
4,syncHashSet,11,66640.27711692837,11.10706443524937
4,syncHashSet,12,59670.92677303208,10.996600192036741
4,syncHashSet,13,57643.59885127836,10.962034484862468
4,syncHashSet,14,51212.27127959493,10.8437344557401
4,syncHashSet,15,49675.59353641047,10.8132690157414
4,syncHashSet,16,43539.50012299908,10.681423853854444
4,syncHashSet,17,45450.103739861785,10.72437038210823
4,syncHashSet,18,39406.94129626769,10.5816972548012
4,syncHashSet,19,39925.57872126357,10.594772468188268
4,syncHashSet,20,33854.1684299046,10.429817414921418
4,syncHashSet,21,35873.384173093385,10.487750911576304
4,syncHashSet,22,34301.4459088494,10.442942787042494
4,syncHashSet,23,33247.22302569678,10.41172652457202
4,syncHashSet,24,31109.985620964642,10.345284127691789
4,syncHashSet,25,31644.788514713877,10.362328754131738
4,syncHashSet,26,26080.406937805532,10.16893961936232
4,syncHashSet,27,22932.939498319014,10.040329562067452
4,syncHashSet,28,27645.348877391494,10.227212778601663
4,syncHashSet,29,26702.70463684455,10.192520136518215
4,syncHashSet,30,25889.81347166088,10.161604868071537
4,syncHashSet,31,23636.49900903978,10.070547364488423
